1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,31-Superannuation,61140,Superannuation,Actual,"-17,315.22","-15,867.43","-15,401.70","-19,407.13","-17,107.67","-17,639.93","-19,794.23","-15,999.58","-15,611.93","-18,779.95","-15,594.01","-18,668.92","-18,993.37","-15,463.27","-17,124.68","-23,121.32","-25,213.29","-29,721.69","-29,299.99","-23,119.84","-19,947.79","-22,757.70","-18,448.48","-16,740.91","-21,968.41","-17,710.57","-19,003.87","-23,797.40","-20,813.14","-23,103.86","-25,305.18","-20,316.65","-20,938.86","-24,454.80","-17,843.39","-17,468.22","-21,645.56","-17,996.33","-19,086.46","-25,407.44","-20,212.31","-22,060.48","-25,442.52","-18,000.33","-16,508.55","-21,296.56","-15,107.36","-15,624.84","-20,638.52","-15,415.09","-16,683.07","-22,416.48","-19,162.27","-21,627.79","-25,149.14","-18,910.41","-21,713.30","-35,217.87","-21,571.88","-20,922.67","-26,185.58","-21,451.07","-22,167.93","-28,445.17","-21,691.78","-27,340.85","-28,105.34","-19,684.25","-19,875.56","-24,894.83","-18,663.38","-17,542.36","-26,371.85","-22,083.08","-29,556.54","-29,719.18","-20,928.02","-23,465.91","-28,468.16","-21,744.95","-19,651.23","-27,066.91","-17,760.69","-22,390.88","-22,112.79","-18,335.03","-18,967.55","-23,594.33","-19,852.60","-25,773.98","-27,717.66","-21,206.38","-21,119.93","-27,779.82","-19,969.73","-20,235.22","-27,631.88","-23,173.19","-24,491.81","-30,747.72","-24,742.77","-31,871.03","-31,887.75","-25,358.28","-26,843.40","-31,347.23","-23,678.09","-23,063.99","-30,127.91","-25,474.31","-27,515.92","-35,755.09","-28,367.21","-32,823.98","-39,242.15","-28,067.78","-27,920.37","-37,323.66","-26,227.84","-26,169.79","-31,142.64","-25,696.76","-26,035.28","-33,931.77","-29,204.03","-32,594.05","-36,119.38"
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,32-Payroll Tax,61060,Payroll Tax,Actual,"-13,496.22","-11,826.05","-11,171.79","-15,479.48","-12,542.19","-13,796.76","-15,955.93","-12,559.10","-12,681.74","-14,660.88","-11,069.62","-14,574.40","-14,784.08","-12,088.15","-13,191.72","-17,297.85","-14,750.86","-18,124.76","-19,298.79","-15,025.41","-14,363.20","-18,629.72","-13,633.12","-12,805.97","-16,136.64","-13,313.60","-14,155.50","-17,981.89","-14,866.28","-17,404.52","-18,449.25","-14,754.87","-16,367.39","-18,351.55","-12,752.54","-12,694.04","-15,625.80","-12,949.62","-13,934.44","-18,512.91","-14,754.84","-15,956.85","-18,549.10","-13,677.04","-12,482.79","-15,410.66","-11,436.23","-10,241.29","-14,393.99","-10,515.20","-9,320.70","-15,138.79","-13,097.75","-14,970.18","-16,869.21","-12,750.68","-15,327.07","-23,864.29","-14,936.36","-10,350.49","-18,220.94","-14,532.50","-14,462.64","-17,423.82","-14,971.01","-7,415.10","-17,608.64","-11,863.04","-11,215.25","-17,679.84","-12,334.81","-11,521.99","-16,160.77","-13,957.63","-19,002.10","-19,073.74","-13,140.46","-14,339.92","-17,556.43","-12,587.20","-11,534.22","-16,477.42","-10,760.90","-14,320.96","-14,037.94","-11,719.16","-10,729.29","-15,463.92","-13,008.56","-16,705.42","-17,345.49","-13,585.08","-13,117.93","-17,760.68","-12,357.58","-11,907.90","-17,538.06","-14,032.25","-15,383.22","-18,783.87","-15,917.48","-20,905.56","-19,908.11","-15,060.85","-16,983.92","-18,685.84","-14,358.43","-14,010.58","-18,171.83","-15,020.54","-15,694.06","-20,952.24","-17,020.53","-21,307.84","-23,663.09","-17,206.69","-16,358.03","-22,847.23","-16,191.40","-15,636.59","-19,574.66","-16,070.10","-16,614.99","-21,850.22","-19,509.55","-21,427.45","-22,680.45"
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,33-Leave Provision,61181,Provision for Holiday Pay,Actual,3.62,"14,393.16","-14,858.23","-4,866.84","1,599.12","-11,062.06","2,414.97","4,179.06","-1,802.67",30.33,"-3,711.14","-9,802.00","5,373.34",393.55,"-2,479.01","-16,308.25","-10,772.41","-9,533.69","11,034.29","2,993.36","-1,008.07","7,683.47","14,073.88","7,393.76","5,063.37",438.73,"-8,792.58","-5,213.16","-7,148.10","-11,213.77","-10,619.08","-5,435.51","10,828.92","5,964.00","20,341.48","-3,264.92","11,093.38","-10,157.92","9,125.96","19,070.21","1,655.86","-3,808.32","4,202.37","10,507.55","6,447.98","-7,771.83","14,180.32","-22,318.02","-2,961.99","-6,917.91","-4,724.25","-1,416.74","-2,331.83","-10,239.19","5,215.06","-1,364.51","-7,928.87","-8,988.69",691.45,567.72,"1,928.12","-1,899.78","-2,269.99","-3,902.29","-2,358.60","-2,455.26","1,698.41",291.73,"3,338.86","5,603.84","7,817.76","-9,552.45","-9,613.94",54.01,"-12,244.74","-8,706.34","6,204.72","-6,162.64","-5,005.82",-414.71,"5,205.90","-6,711.76","-6,292.78","4,299.19","2,296.05",-917.99,"2,288.31","-24,279.91","-1,479.73","-10,751.34","31,925.01","3,274.22","8,970.84","-1,660.57","-1,064.96","-10,371.12","-7,326.54","-7,624.90","4,631.55","-1,607.06","-5,242.96","-7,058.86","4,682.08","3,314.73","-2,078.90","-6,854.69","-1,745.35","-7,352.17","-5,357.64","-5,942.44","-6,876.25","1,432.83","11,667.49","-5,107.41","19,930.41","3,673.87","-7,845.18","-9,555.44","-5,989.84","-3,049.83","-1,439.16","-2,161.01","-3,321.80",673.39,-214.68,"-7,227.06","8,662.16"
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,33-Leave Provision,61182,Provision for LSL,Actual,"11,005.68",-515.49,"-8,534.52","-1,306.85","4,938.18",-870.04,"-2,979.64","-3,099.80","4,346.28","-1,616.64","7,648.53","4,889.20","-5,965.22","-1,064.70","-1,230.84","-32,687.65","-3,268.95","-1,576.97","-3,770.76","-2,578.34","-4,780.49","9,002.04","-2,505.99","-1,828.13","-8,079.22","1,268.40","-1,765.52","-2,173.96","-3,492.31","4,263.37","-3,106.36","-2,852.29","5,399.34","-1,061.64","4,220.03","3,562.88","8,657.16","-1,725.17","4,659.05","1,442.14","-2,072.00","26,944.80","2,010.85","8,472.34",152.55,"7,847.33","12,417.66","-17,711.22","-2,775.42","-1,189.13",-939.17,"-1,361.29","-7,487.21",-933.09,"-1,610.82",-869.83,"-1,534.44","-1,965.39","-1,498.38","-9,715.97","-3,348.95","-1,113.69","-1,079.19","-1,350.00","-1,080.00","-1,080.00",-699.14,"-1,080.00","-1,080.00","11,084.20","-1,080.00","-1,080.00","-1,014.64",72.14,"-2,243.02","-1,972.51",-706.44,"-4,149.50","9,700.54","-3,106.84","6,928.17","15,153.40",-278.73,"-5,774.71",-910.71,-907.38,45.64,"-24,725.60","-2,642.27","-2,146.69",-300.62,"-1,190.33",-746.08,"-1,211.88",-216.90,"-4,454.69","15,720.30",-681.07,"-7,922.21","-5,731.18","-4,404.33","-2,199.26","-2,146.66","3,400.39","-6,404.70",687.91,-327.27,"-1,606.28","-3,741.88","-1,439.63","-1,409.45","3,041.26","-2,291.95","-8,503.56","-1,601.18","9,894.34","-1,553.08","-3,054.85","-2,373.00","-2,020.32","3,316.69","-4,690.26",55.11,"-3,067.95",863.51,-581.43,268.80
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,34-WC Insurance,61040,Insurance Workers Compensation,Actual,"-6,240.94","-5,034.16","-5,155.93","-6,416.57","-5,230.26","-5,259.37","-6,611.38","-5,163.62","-5,188.33","-6,436.38","-5,107.47","-6,480.00","-7,047.86","-5,579.56","-5,685.84","-8,369.54","-6,745.14","-6,891.12","-4,857.85","1,357.71","3,692.67","-8,689.90","-6,971.51","3,283.89","-3,592.52","-2,842.67","-2,940.41","-3,330.85","-2,649.27","-4,327.14","-5,304.63","-4,198.57","-4,346.12","-5,669.75","-4,571.48","-4,571.48","-3,992.50","-3,194.00","-3,194.00","-3,992.50","-3,194.00","-3,194.00","-3,992.50","-3,194.00","-3,194.00","-3,992.50","-3,194.00","-3,194.00","-4,724.68","-3,510.82","-3,654.79","-4,711.42","-3,891.91","-4,153.76","-5,196.85","-3,891.53","-4,106.98","-5,046.51","-2,274.41","-2,260.70","-3,430.37","-2,653.16","-2,596.75","-3,035.45","-2,413.69","-2,103.63","-2,869.69","-1,964.35",0.00,,,"-1,857.92",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,34-WC Insurance,61046,Insurance Workers Comp Prov,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-64,620.72",-590.73,-703.28,-863.67,"-1,355.64","-1,357.25","-1,845.79","-1,563.71","-1,218.47","-2,035.53","-22,281.85","-5,891.59","-5,712.04","-6,601.49","-5,346.29","-5,364.33","-7,187.13","-5,827.24","-7,840.47","-8,022.26","-5,373.61",0.00,0.00,,"-5,269.08","-9,996.35","-8,627.49","-7,624.82","-11,010.67","-8,128.11","-8,536.28","-10,859.65","-7,785.90","-7,066.91","-10,191.85","-6,656.22",0.00,"-7,727.31","-6,450.91","-6,585.13","-8,512.26","-7,160.67","-9,195.68","-9,547.98","-8,283.06","-10,479.71","-16,505.76","-10,008.50","-10,217.99","-11,777.89","-9,423.49","-10,330.75","-12,614.49","-10,689.53","-14,039.33","-13,369.48","-10,114.25","-11,405.72","-14,552.10","-12,280.24","-7,160.26","-12,503.54","-10,335.24","-10,798.66","-14,416.67","-11,711.39","-14,661.35","-16,281.95","-11,839.47","-11,255.52","-15,720.57","-5,714.28","17,433.15","-13,468.81","-11,057.41","-11,432.33","-15,034.56","-12,528.29","-14,743.67","-17,801.18"
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,34-WC Insurance,61047,Health Safety & Well Being,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-338.65,,,,,,,,,,-600.50,,,,,,,,,,,,,,,,,,,,,,,-95.54,-692.85,-102.27,0.00,-662.10,-601.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-486.00,0.00,"-1,991.70",-52.56,0.00,0.00,0.00,-132.73,0.00,-879.55,-852.08,-543.94,-104.19,"-2,845.45",-707.70
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,34-WC Insurance,61048,Workers Comp Claims Management,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-415.48,,-104.51,"-1,529.00",,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,34-WC Insurance,61050,Workers Compensation Refund,Actual,,49.90,,,,,,,,,,201.00,,,,,380.10,597.93,,,,488.65,,,,,,,,,,,,,,,,,,141.25,,,147.25,,29.45,"18,964.30","1,896.43","14,672.35",,"14,467.96","4,848.00","11,528.94","3,232.00","4,848.00","14,544.09",,"12,786.68",,,"11,408.01","14,688.00","4,896.00",,,,,"6,528.00",,,,684.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61020,Employment Expenses,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,572.70","27,523.66","7,011.46","1,391.04",,,"2,255.40",13.31,,"25,005.39",,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61080,Staff Others,Actual,-242.40,106.16,-484.89,-484.89,-484.89,-484.89,"-3,070.00",-275.43,-267.75,918.51,-267.75,-267.75,-278.50,-278.50,-278.50,-341.23,"-1,148.07","-5,461.14",-681.46,"-1,384.23",-655.33,-655.33,-655.33,-655.33,"-1,143.21","-1,150.98","-1,828.83",-618.82,-904.83,"-4,281.76",-591.93,-601.99,"-1,801.59",-984.55,"-1,274.42",-433.13,"-1,147.18","-1,515.01","-1,029.01","-1,008.99","-1,233.20","-4,205.36","-1,159.41","1,004.79",993.05,"-1,322.87","5,323.30","5,341.74","-1,128.80","-1,126.68","-1,133.12","-1,102.36","-1,108.52","-9,945.10","-1,432.39","-1,070.28","-1,313.22","-1,225.00","-1,218.21","-1,125.56","-1,292.17","-2,882.53","-2,040.00","-3,236.46","-1,033.88","-11,322.61","-2,291.72","-2,400.00","-1,600.00","-2,000.00","-1,600.00",-600.94,"-1,708.68","-1,861.92","-1,840.16","-1,775.55","-1,870.35","-9,974.23","-2,029.65","-2,029.65","-2,202.49","-2,194.14","-1,968.76","-1,962.15","-3,926.72","-1,962.27",-45.85,"-2,017.85","-1,297.72","-1,558.28","-1,712.30","-1,080.27","-1,460.09","-1,489.44","-1,701.42","-1,458.16","-1,342.64","-2,464.20","-2,135.88","-2,830.25","-1,610.29","-3,817.36","-2,830.25","-2,737.32","-2,883.96","-3,368.99","-2,786.13",-600.44,"-4,162.23","-3,442.69","-2,737.32","-1,981.73","-2,764.79","-6,723.70","-3,421.65","-1,913.22","-1,886.88","-3,439.68","-2,314.75","-2,549.27","-3,146.68","-2,239.24","-2,085.51","-3,250.81","-2,887.79","-2,973.05","1,303.39"
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61120,Staff Uniforms,Actual,-964.50,,-15.00,,,,,,,"-2,718.62","-1,183.62","-1,183.62","-1,183.62","-2,259.33","-1,183.62","-1,183.62","-5,476.73","-2,827.52","-2,695.70","-2,304.86","-1,882.17",,-162.85,-557.15,-174.85,,,-611.63,-508.67,-858.00,"-1,052.00","-2,165.68",,-541.66,,"-2,450.05","-2,117.47",,,,-293.75,"-1,909.35",-910.66,"-1,638.62","-3,880.26",-910.66,-587.69,"-2,021.84","-2,064.54",-711.14,-711.14,,,-871.41,-261.36,-986.27,"-2,180.36","-1,180.91",-871.41,"3,780.85",55.85,-714.30,-98.95,,"-2,867.55",,"-5,368.62",,,"-2,070.43",-158.95,-325.18,"-1,742.61",-500.00,"-2,313.10",0.00,-595.04,,,,,-278.00,,"-3,505.33",-313.80,-77.50,,"-3,399.00",-407.50,-59.50,"-3,339.50",,"-8,946.92","-8,863.17","-8,897.35",-322.75,,"-1,807.59","-2,262.10",-452.02,"-2,677.78",707.28,134.99,-17.87,-658.80,"2,779.32",325.74,-929.99,-904.75,0.00,-780.00,"-1,107.67",-574.27,-778.55,-665.19,-582.28,-545.25,-185.00,-266.95,-780.53,-780.53,57.83,0.00,-984.36,"-1,841.43",-851.36,-837.72
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,35-Employee Other,61130,Staff Welfare,Actual,-23.39,-39.72,-6.36,,,"-1,266.98",-79.18,-10.91,-27.49,-27.27,-198.15,-110.95,-172.62,-297.69,-162.32,-168.41,-178.41,-617.40,-354.55,-637.46,,-25.68,-333.13,-46.63,-20.35,-205.93,-272.58,-199.98,-83.82,-372.78,-418.56,-324.02,-48.78,-255.03,-57.87,-43.80,-285.39,-93.93,-118.92,-85.94,-96.42,-380.76,-213.61,-214.24,-37.30,-414.50,-18.25,-132.29,-215.22,-19.10,-175.06,-220.97,-281.17,-4.50,-295.26,-46.74,-440.50,,-83.50,-9.96,-71.36,,-5.90,-154.78,-86.09,,-471.13,,-595.78,,-427.53,-547.00,-459.42,-61.72,-98.27,-268.29,-158.50,-162.27,"-1,695.28",-397.35,"-1,013.00",-757.02,-704.45,-732.67,,-309.77,,"-1,260.60",-921.69,"-1,414.82",-945.02,-858.48,"-1,133.96","-1,562.34","-1,300.27","-1,107.38","-4,616.05","-1,376.53",-693.46,"-1,108.66",-741.34,"-1,817.37","-3,015.36",-333.46,-785.46,"-1,969.64","-1,306.97","-1,705.31",-68.41,0.00,0.00,-91.18,"-1,395.00",-53.96,-284.47,-29.08,0.00,0.00,-191.78,-111.78,-890.57,-375.52,-158.23,-474.44,-174.48,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,37-Training,61110,Staff Training,Actual,,,,,,,0.00,,,,,-226.36,,,,,,,,,,,,,,-399.09,,,,,,,,0.00,,,,,,,-100.00,,,,-834.00,,,,,,,,,,,,,,,,,,,,-323.98,,,,,,,,,,,,,,,,-359.10,,,,,,,,,"-2,763.64",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,37-Training,61115,Staff Development Recharge,Actual,,,,,,,,,,,,,,,"1,369.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,38-Bonus,61170,Salaries & Wages - Bonus,Actual,"-1,343.95","-1,075.16",-806.37,-537.58,"-1,075.16","-1,075.16","-4,147.95","-1,075.16","-1,075.16","-1,343.95","-1,075.16","-1,343.95","-1,343.95","-1,075.16","-1,075.16","-1,343.95","-1,075.16","-36,825.16","-1,075.16",-806.37,"-1,075.16","-1,075.16",,,,,,,,"-11,500.00",,,,,,,,,,,,"-1,701.00",,,,,,,,,,,,"-9,902.00",,,,"-40,260.00",,,,,,,,"-19,603.00",,,,,,,,,,,,"-9,701.00",,,,,,,,,,,,"-9,853.00",,,,,,,,,0.00,0.00,0.00,"-20,804.00",0.00,0.00,0.00,0.00,"20,804.00",0.00,0.00,0.00,0.00,0.00,0.00,"-10,402.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,39-Temp Staff,61180,Salaries & Wages Temp Staff,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.73,,0.01,,,,76.49,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,40-HR recharge,61185,Salary & Wages Recharge,Actual,"-24,215.36","-20,874.46","-21,345.37","-32,925.24","-24,199.54","-28,209.22","-34,117.24","-26,041.12","-25,643.49","-29,034.77","-22,637.89","-26,764.02","-28,082.65","-24,170.76","-23,992.48","-35,125.34","-29,055.50","-32,886.06","-37,251.00","-27,248.26","-25,189.88","-32,764.10","-24,340.88","-22,521.67","-31,469.48","-26,379.50","-26,703.86","-37,327.05","-31,592.99","-35,333.90","-39,152.81","-30,395.73","-30,756.05","-33,829.76","-25,272.11","-24,136.83","-30,444.37","-25,472.06","-26,759.47","-35,514.44","-29,810.95","-34,208.93","-38,560.92","-29,968.50","-27,382.75","-34,510.42","-25,363.78","-23,723.84","-29,803.76","-25,074.78","-25,699.57","-35,157.89","-28,768.25","-33,519.09","-38,148.12","-28,757.11","-38,248.26","-43,134.22","-33,850.46","-31,813.85","-38,483.47","-32,503.61","-32,897.08","-41,564.19","-33,295.76","-36,630.53","-42,393.30","-30,251.20","-27,397.37","-37,622.82","-28,086.72","-27,641.47",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,41-Wages Recharge,61190,Salary & Wages Recovery - In,Actual,"-1,904.68","-1,670.72","13,005.50","-2,806.78","-2,644.53","-6,559.59","-6,773.98","-4,845.29","-5,482.43","6,484.18","9,433.02","24,345.59","20,265.69","22,537.84","19,960.46","63,185.25","17,576.53","21,125.74","29,535.26","23,472.65","26,793.76","14,201.70","9,159.67","-6,432.28","11,719.10","11,150.67","22,868.32","15,955.66","-4,334.60","-7,324.86","-1,223.05",-978.44,"-23,492.19","-7,702.79","-29,091.63","-3,704.98","-16,981.40",-978.44,-978.44,"-1,223.05","-1,778.74","-32,207.07","-4,158.34","-27,026.66","-17,604.41","-17,252.21","-29,612.46","-11,123.99","-13,421.85","-12,899.98","-12,395.78","-23,225.83","-16,998.05","-11,327.18","-11,860.02","-14,484.53","-12,561.03","-13,079.70","-14,859.40","-9,888.94","-14,140.53","-8,641.38","-6,697.07","-8,174.66","-7,414.03","-9,092.62","-7,915.62","-6,078.33","-6,836.28","-8,446.84","-6,460.99","-5,464.40","-8,219.78","-6,950.02","-6,693.75","-10,383.72","-5,969.13","-8,066.92","-7,717.06","-5,013.55","-4,937.96","-6,609.10","-4,591.79","-14,980.98","-5,379.00","-4,624.28","-5,067.14","-6,013.19","-5,403.49","-6,817.95","-30,798.52","-5,182.24","-4,576.18","-5,493.28","-4,455.87","-4,054.44","-6,625.87","-4,477.94",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,03-Employment expenses,06-Employee Expenses,41-Wages Recharge,61191,Salary & Wages Recovery - Out,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,148.74","19,963.62","25,611.23","22,518.65","36,991.74","52,116.88","36,535.51","40,567.26","29,398.48","29,689.23","16,874.40","35,064.28","25,979.37","19,264.14","18,100.33","17,521.48","9,042.30","9,084.33","2,844.01","4,300.10","2,933.32","2,314.90","4,513.45","7,918.18","24,773.06","5,620.81",,"9,034.46","7,511.40","7,989.17","8,042.54","9,225.91","8,426.64","18,512.09",,,,,,,,,,,,,,,,,,,,,,"18,535.00",,,,"51,637.55",,"10,124.17",,"2,218.76","2,181.84","2,733.35","2,727.84","3,790.36","19,838.64","15,012.07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,04-Occupancy costs,07-Other occupancy expenses,50-Utilities,62010,Electricity Water & Gas,Actual,"-10,693.65","-11,491.52","-17,118.63","-15,993.25","-15,867.31","-17,853.27","-7,703.22","-12,421.81","-20,336.54","-16,724.06","-16,249.78","-10,495.16","-13,957.97","-16,203.19","-13,743.33","-16,195.36","-17,177.27","-19,138.18","-18,250.02","-16,854.67","-17,836.70","-20,635.20","-18,260.16","-12,137.79","-17,750.60","-17,297.21","-10,069.25","-15,060.25","-16,814.54","-15,976.07","-25,036.50","-24,847.47","-19,909.06","-36,628.16","-26,609.54","-16,825.98","-24,979.87","-24,892.22","-9,213.84","-12,775.16","-14,585.59","-26,959.70","-21,707.57","-20,863.02","-23,602.86","-16,429.80","-18,034.53","-17,515.49","-14,973.64","-16,081.39","-13,661.06","-19,883.92","-18,833.00","-19,570.35","-24,012.38","-26,183.06","-23,571.95","-23,086.43","-18,797.45","-13,622.68","-13,679.88","-17,296.61","-17,289.31","-17,295.39","-17,101.04","-17,757.21","-29,525.24","-21,614.95","-22,965.80","-20,701.90","-21,760.88","-20,150.78","-20,380.03","-12,221.55","-12,446.50","-18,090.34","-22,628.89","-22,042.30","-26,795.44","-21,041.27","-21,756.90","-21,756.90","-20,654.39","-39,304.24","-25,029.02","-21,251.29","-39,726.41","-26,892.68","-20,051.79","-27,158.95","-33,846.42","-21,305.13","-32,161.90","-26,910.77","-22,713.00","-27,454.52","-33,888.85","-24,700.05","-24,529.43","-26,902.25","-23,821.52","-24,816.19","-20,473.80","-20,093.78","-27,190.94","-26,371.25","-40,821.64","-28,664.69","-38,304.95","-32,758.00","-35,758.00","-25,110.54","-26,386.30","-20,080.87","-29,733.11","97,931.96","-66,347.62","-22,111.76","-22,313.63","-45,123.98","-20,825.94","-24,107.76","-23,788.48","-22,552.10","-24,190.69","-24,630.83","-57,377.90"
1000 - HFM Consolidated Group,1. Retail,AreaGroup3,48,48 - HFM Manly,910,01-P&L,04-Occupancy costs,08-Occupancy rental expenses,51-Turnover rent,62020,Rent - Premium,Actual,,,,,,,,,,,,,,,,,,,,-407.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
